,label,email,length,body_text_clean,body_text_tokenized,body_text_nonstop,body_text_stemmed,body_text_lemmatized,body_text_length,body_text_clean_length,num_characters,num_words,num_sentences
3853,ham,oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i'm free leh... And there's a kb lesson tonight,148,oh ya Got hip hop open Haha i was thinking can go for jazz then zoom to cine Actually tonight im free leh And theres a kb lesson tonight,"['oh', 'ya', 'Got', 'hip', 'hop', 'open', 'Haha', 'i', 'was', 'thinking', 'can', 'go', 'for', 'jazz', 'then', 'zoom', 'to', 'cine', 'Actually', 'tonight', 'im', 'free', 'leh', 'And', 'theres', 'a', 'kb', 'lesson', 'tonight']","['oh', 'ya', 'Got', 'hip', 'hop', 'open', 'Haha', 'thinking', 'go', 'jazz', 'zoom', 'cine', 'Actually', 'tonight', 'im', 'free', 'leh', 'And', 'theres', 'kb', 'lesson', 'tonight']","['oh', 'ya', 'got', 'hip', 'hop', 'open', 'haha', 'think', 'go', 'jazz', 'zoom', 'cine', 'actual', 'tonight', 'im', 'free', 'leh', 'and', 'there', 'kb', 'lesson', 'tonight']","['oh', 'ya', 'got', 'hip', 'hop', 'open', 'haha', 'think', 'go', 'jazz', 'zoom', 'cine', 'actual', 'tonight', 'im', 'free', 'leh', 'and', 'there', 'kb', 'lesson', 'tonight']",148,136,148,35,2
3854,spam,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890å£1.50 per msg,152,Free msg Single Find a partner in your area 1000s of real people are waiting to chat nowSend CHAT to 62220Cncl send STOPCS 08717890890å£150 per msg,"['Free', 'msg', 'Single', 'Find', 'a', 'partner', 'in', 'your', 'area', '1000s', 'of', 'real', 'people', 'are', 'waiting', 'to', 'chat', 'nowSend', 'CHAT', 'to', '62220Cncl', 'send', 'STOPCS', '08717890890å', '150', 'per', 'msg']","['Free', 'msg', 'Single', 'Find', 'partner', 'area', '1000s', 'real', 'people', 'waiting', 'chat', 'nowSend', 'CHAT', '62220Cncl', 'send', 'STOPCS', '08717890890å', '150', 'per', 'msg']","['free', 'msg', 'singl', 'find', 'partner', 'area', '1000', 'real', 'peopl', 'wait', 'chat', 'nowsend', 'chat', '62220cncl', 'send', 'stopc', '08717890890å', '150', 'per', 'msg']","['free', 'msg', 'singl', 'find', 'partner', 'area', '1000', 'real', 'peopl', 'wait', 'chat', 'nowsend', 'chat', '62220cncl', 'send', 'stopc', '08717890890å', '150', 'per', 'msg']",152,147,152,31,3
3855,ham,I'm ok. Will do my part tomorrow,32,Im ok Will do my part tomorrow,"['Im', 'ok', 'Will', 'do', 'my', 'part', 'tomorrow']","['Im', 'ok', 'Will', 'part', 'tomorrow']","['im', 'ok', 'will', 'part', 'tomorrow']","['im', 'ok', 'will', 'part', 'tomorrow']",32,30,32,8,1
3856,ham,"No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?",85,No But we found a diff farm shop to buy some cheese On way back now can i call in,"['No', 'But', 'we', 'found', 'a', 'diff', 'farm', 'shop', 'to', 'buy', 'some', 'cheese', 'On', 'way', 'back', 'now', 'can', 'i', 'call', 'in']","['No', 'But', 'found', 'diff', 'farm', 'shop', 'buy', 'cheese', 'On', 'way', 'back', 'call']","['no', 'but', 'found', 'diff', 'farm', 'shop', 'buy', 'chees', 'on', 'way', 'back', 'call']","['no', 'but', 'found', 'diff', 'farm', 'shop', 'buy', 'chees', 'on', 'way', 'back', 'call']",85,81,85,24,3
3857,ham,R u still working now?,22,R u still working now,"['R', 'u', 'still', 'working', 'now']","['R', 'u', 'still', 'working']","['r', 'u', 'still', 'work']","['r', 'u', 'still', 'work']",22,21,22,6,1
3858,spam,"Win the newest åÒHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",139,Win the newest åÒHarry Potter and the Order of the Phoenix Book 5 reply HARRY answer 5 questions  chance to be the first among readers,"['Win', 'the', 'newest', 'åÒHarry', 'Potter', 'and', 'the', 'Order', 'of', 'the', 'Phoenix', 'Book', '5', 'reply', 'HARRY', 'answer', '5', 'questions', 'chance', 'to', 'be', 'the', 'first', 'among', 'readers']","['Win', 'newest', 'åÒHarry', 'Potter', 'Order', 'Phoenix', 'Book', '5', 'reply', 'HARRY', 'answer', '5', 'questions', 'chance', 'first', 'among', 'readers']","['win', 'newest', 'åòharri', 'potter', 'order', 'phoenix', 'book', '5', 'repli', 'harri', 'answer', '5', 'question', 'chanc', 'first', 'among', 'reader']","['win', 'newest', 'åòharri', 'potter', 'order', 'phoenix', 'book', '5', 'repli', 'harri', 'answer', '5', 'question', 'chanc', 'first', 'among', 'reader']",139,134,139,30,1
3859,ham,Yep. I do like the pink furniture tho.,38,Yep I do like the pink furniture tho,"['Yep', 'I', 'do', 'like', 'the', 'pink', 'furniture', 'tho']","['Yep', 'I', 'like', 'pink', 'furniture', 'tho']","['yep', 'i', 'like', 'pink', 'furnitur', 'tho']","['yep', 'i', 'like', 'pink', 'furnitur', 'tho']",38,36,38,10,2
3860,spam,Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05,109,Free Msg RingtoneFrom httptms widelivecomindex wmlid1b6a5ecef91ff937819firsttrue180430JUL05,"['Free', 'Msg', 'RingtoneFrom', 'httptms', 'widelivecomindex', 'wmlid1b6a5ecef91ff937819firsttrue180430JUL05']","['Free', 'Msg', 'RingtoneFrom', 'httptms', 'widelivecomindex', 'wmlid1b6a5ecef91ff937819firsttrue180430JUL05']","['free', 'msg', 'ringtonefrom', 'httptm', 'widelivecomindex', 'wmlid1b6a5ecef91ff937819firsttrue180430jul05']","['free', 'msg', 'ringtonefrom', 'httptm', 'widelivecomindex', 'wmlid1b6a5ecef91ff937819firsttrue180430jul05']",109,91,109,20,3
3861,ham,"Customer place, i wil cal u sir.",32,Customer place i wil cal u sir,"['Customer', 'place', 'i', 'wil', 'cal', 'u', 'sir']","['Customer', 'place', 'wil', 'cal', 'u', 'sir']","['custom', 'place', 'wil', 'cal', 'u', 'sir']","['custom', 'place', 'wil', 'cal', 'u', 'sir']",32,30,32,9,1
3862,spam,"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg å£1.50",107,Oh my god Ive found your number again Im so glad text me back xafter this msgs cst std ntwk chg å£150,"['Oh', 'my', 'god', 'Ive', 'found', 'your', 'number', 'again', 'Im', 'so', 'glad', 'text', 'me', 'back', 'xafter', 'this', 'msgs', 'cst', 'std', 'ntwk', 'chg', 'å', '150']","['Oh', 'god', 'Ive', 'found', 'number', 'Im', 'glad', 'text', 'back', 'xafter', 'msgs', 'cst', 'std', 'ntwk', 'chg', 'å', '150']","['oh', 'god', 'ive', 'found', 'number', 'im', 'glad', 'text', 'back', 'xafter', 'msg', 'cst', 'std', 'ntwk', 'chg', 'å', '150']","['oh', 'god', 'ive', 'found', 'number', 'im', 'glad', 'text', 'back', 'xafter', 'msg', 'cst', 'std', 'ntwk', 'chg', 'å', '150']",107,101,107,27,3
3863,ham,A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:),198,A pure hearted person can have a wonderful smile that makes even hisher enemies to feel guilty for being an enemy So catch the world with your smile GOODMORNING amp HAVE A SMILEY SUNDAY,"['A', 'pure', 'hearted', 'person', 'can', 'have', 'a', 'wonderful', 'smile', 'that', 'makes', 'even', 'hisher', 'enemies', 'to', 'feel', 'guilty', 'for', 'being', 'an', 'enemy', 'So', 'catch', 'the', 'world', 'with', 'your', 'smile', 'GOODMORNING', 'amp', 'HAVE', 'A', 'SMILEY', 'SUNDAY']","['A', 'pure', 'hearted', 'person', 'wonderful', 'smile', 'makes', 'even', 'hisher', 'enemies', 'feel', 'guilty', 'enemy', 'So', 'catch', 'world', 'smile', 'GOODMORNING', 'amp', 'HAVE', 'A', 'SMILEY', 'SUNDAY']","['a', 'pure', 'heart', 'person', 'wonder', 'smile', 'make', 'even', 'hisher', 'enemi', 'feel', 'guilti', 'enemi', 'so', 'catch', 'world', 'smile', 'goodmorn', 'amp', 'have', 'a', 'smiley', 'sunday']","['a', 'pure', 'heart', 'person', 'wonder', 'smile', 'make', 'even', 'hisher', 'enemi', 'feel', 'guilti', 'enemi', 'so', 'catch', 'world', 'smile', 'goodmorn', 'amp', 'have', 'a', 'smiley', 'sunday']",198,185,198,43,2
3864,ham,"THATåÕS ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONåÕT WORRY.C U L8TR HUN!LOVE Yaxxx",104,THATåÕS ALRITE GIRL U KNOW GAIL IS NEVA WRONGTAKE CARE SWEET AND DONåÕT WORRYC U L8TR HUNLOVE Yaxxx,"['THATåÕS', 'ALRITE', 'GIRL', 'U', 'KNOW', 'GAIL', 'IS', 'NEVA', 'WRONGTAKE', 'CARE', 'SWEET', 'AND', 'DONåÕT', 'WORRYC', 'U', 'L8TR', 'HUNLOVE', 'Yaxxx']","['THATåÕS', 'ALRITE', 'GIRL', 'U', 'KNOW', 'GAIL', 'IS', 'NEVA', 'WRONGTAKE', 'CARE', 'SWEET', 'AND', 'DONåÕT', 'WORRYC', 'U', 'L8TR', 'HUNLOVE', 'Yaxxx']","['thatåõ', 'alrit', 'girl', 'u', 'know', 'gail', 'is', 'neva', 'wrongtak', 'care', 'sweet', 'and', 'donåõt', 'worryc', 'u', 'l8tr', 'hunlov', 'yaxxx']","['thatåõ', 'alrit', 'girl', 'u', 'know', 'gail', 'is', 'neva', 'wrongtak', 'care', 'sweet', 'and', 'donåõt', 'worryc', 'u', 'l8tr', 'hunlov', 'yaxxx']",104,99,104,24,2
3865,ham,"Theoretically yeah, he could be able to come",44,Theoretically yeah he could be able to come,"['Theoretically', 'yeah', 'he', 'could', 'be', 'able', 'to', 'come']","['Theoretically', 'yeah', 'could', 'able', 'come']","['theoret', 'yeah', 'could', 'abl', 'come']","['theoret', 'yeah', 'could', 'abl', 'come']",44,43,44,9,1
3866,ham,"Alright we're hooked up, where you guys at",42,Alright were hooked up where you guys at,"['Alright', 'were', 'hooked', 'up', 'where', 'you', 'guys', 'at']","['Alright', 'hooked', 'guys']","['alright', 'hook', 'guy']","['alright', 'hook', 'guy']",42,40,42,10,1
3867,ham,"not that I know of, most people up here are still out of town",61,not that I know of most people up here are still out of town,"['not', 'that', 'I', 'know', 'of', 'most', 'people', 'up', 'here', 'are', 'still', 'out', 'of', 'town']","['I', 'know', 'people', 'still', 'town']","['i', 'know', 'peopl', 'still', 'town']","['i', 'know', 'peopl', 'still', 'town']",61,60,61,15,1
3868,ham,No let me do the math. Your not good at it.,43,No let me do the math Your not good at it,"['No', 'let', 'me', 'do', 'the', 'math', 'Your', 'not', 'good', 'at', 'it']","['No', 'let', 'math', 'Your', 'good']","['no', 'let', 'math', 'your', 'good']","['no', 'let', 'math', 'your', 'good']",43,41,43,13,2
3869,ham,Oh ok wait 4 me there... My lect havent finish,46,Oh ok wait 4 me there My lect havent finish,"['Oh', 'ok', 'wait', '4', 'me', 'there', 'My', 'lect', 'havent', 'finish']","['Oh', 'ok', 'wait', '4', 'My', 'lect', 'havent', 'finish']","['oh', 'ok', 'wait', '4', 'my', 'lect', 'havent', 'finish']","['oh', 'ok', 'wait', '4', 'my', 'lect', 'havent', 'finish']",46,43,46,11,1
3870,ham,Yeah my usual guy's out of town but there're definitely people around I know,76,Yeah my usual guys out of town but therere definitely people around I know,"['Yeah', 'my', 'usual', 'guys', 'out', 'of', 'town', 'but', 'therere', 'definitely', 'people', 'around', 'I', 'know']","['Yeah', 'usual', 'guys', 'town', 'therere', 'definitely', 'people', 'around', 'I', 'know']","['yeah', 'usual', 'guy', 'town', 'therer', 'definit', 'peopl', 'around', 'i', 'know']","['yeah', 'usual', 'guy', 'town', 'therer', 'definit', 'peopl', 'around', 'i', 'know']",76,74,76,16,1
3871,ham,I am joining today formally.Pls keep praying.will talk later.,61,I am joining today formallyPls keep prayingwill talk later,"['I', 'am', 'joining', 'today', 'formallyPls', 'keep', 'prayingwill', 'talk', 'later']","['I', 'joining', 'today', 'formallyPls', 'keep', 'prayingwill', 'talk', 'later']","['i', 'join', 'today', 'formallypl', 'keep', 'prayingwil', 'talk', 'later']","['i', 'join', 'today', 'formallypl', 'keep', 'prayingwil', 'talk', 'later']",61,58,61,10,1
3872,ham,"Happy or sad , one thing about past is- \Its no more\"" GOOD MORNING :-):-).""",76,Happy or sad  one thing about past is Its no more GOOD MORNING ,"['Happy', 'or', 'sad', 'one', 'thing', 'about', 'past', 'is', 'Its', 'no', 'more', 'GOOD', 'MORNING', '']","['Happy', 'sad', 'one', 'thing', 'past', 'Its', 'GOOD', 'MORNING', '']","['happi', 'sad', 'one', 'thing', 'past', 'it', 'good', 'morn', '']","['happi', 'sad', 'one', 'thing', 'past', 'it', 'good', 'morn', '']",76,63,76,23,1
3873,ham,No. Did you multimedia message them or e-mail?,46,No Did you multimedia message them or email,"['No', 'Did', 'you', 'multimedia', 'message', 'them', 'or', 'email']","['No', 'Did', 'multimedia', 'message', 'email']","['no', 'did', 'multimedia', 'messag', 'email']","['no', 'did', 'multimedia', 'messag', 'email']",46,43,46,10,2
3874,ham,Okie but i scared u say i fat... Then u dun wan me already...,61,Okie but i scared u say i fat Then u dun wan me already,"['Okie', 'but', 'i', 'scared', 'u', 'say', 'i', 'fat', 'Then', 'u', 'dun', 'wan', 'me', 'already']","['Okie', 'scared', 'u', 'say', 'fat', 'Then', 'u', 'dun', 'wan', 'already']","['oki', 'scare', 'u', 'say', 'fat', 'then', 'u', 'dun', 'wan', 'alreadi']","['oki', 'scare', 'u', 'say', 'fat', 'then', 'u', 'dun', 'wan', 'alreadi']",61,55,61,16,1
3875,ham,did u get that message,22,did u get that message,"['did', 'u', 'get', 'that', 'message']","['u', 'get', 'message']","['u', 'get', 'messag']","['u', 'get', 'messag']",22,22,22,5,1
3876,ham,"Sorry sir, i will call you tomorrow.  senthil.hsbc",50,Sorry sir i will call you tomorrow  senthilhsbc,"['Sorry', 'sir', 'i', 'will', 'call', 'you', 'tomorrow', 'senthilhsbc']","['Sorry', 'sir', 'call', 'tomorrow', 'senthilhsbc']","['sorri', 'sir', 'call', 'tomorrow', 'senthilhsbc']","['sorri', 'sir', 'call', 'tomorrow', 'senthilhsbc']",50,47,50,10,2
3877,ham,What you need. You have a person to give na.,44,What you need You have a person to give na,"['What', 'you', 'need', 'You', 'have', 'a', 'person', 'to', 'give', 'na']","['What', 'need', 'You', 'person', 'give', 'na']","['what', 'need', 'you', 'person', 'give', 'na']","['what', 'need', 'you', 'person', 'give', 'na']",44,42,44,12,2
3878,ham,She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up,257,She left it very vague She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place But checking online now and all places around usc are  ltgt  and up,"['She', 'left', 'it', 'very', 'vague', 'She', 'just', 'said', 'she', 'would', 'inform', 'the', 'person', 'in', 'accounting', 'about', 'the', 'delayed', 'rent', 'and', 'that', 'i', 'should', 'discuss', 'with', 'the', 'housing', 'agency', 'about', 'my', 'renting', 'another', 'place', 'But', 'checking', 'online', 'now', 'and', 'all', 'places', 'around', 'usc', 'are', 'ltgt', 'and', 'up']","['She', 'left', 'vague', 'She', 'said', 'would', 'inform', 'person', 'accounting', 'delayed', 'rent', 'discuss', 'housing', 'agency', 'renting', 'another', 'place', 'But', 'checking', 'online', 'places', 'around', 'usc', 'ltgt']","['she', 'left', 'vagu', 'she', 'said', 'would', 'inform', 'person', 'account', 'delay', 'rent', 'discuss', 'hous', 'agenc', 'rent', 'anoth', 'place', 'but', 'check', 'onlin', 'place', 'around', 'usc', 'ltgt']","['she', 'left', 'vagu', 'she', 'said', 'would', 'inform', 'person', 'account', 'delay', 'rent', 'discus', 'hous', 'agenc', 'rent', 'anoth', 'place', 'but', 'check', 'onlin', 'place', 'around', 'usc', 'ltgt']",257,250,257,54,3
3879,ham,Hi juan. Im coming home on fri hey. Of course i expect a welcome party and lots of presents. Ill phone u when i get back. Loads of love nicky x x x x x x x x x,159,Hi juan Im coming home on fri hey Of course i expect a welcome party and lots of presents Ill phone u when i get back Loads of love nicky x x x x x x x x x,"['Hi', 'juan', 'Im', 'coming', 'home', 'on', 'fri', 'hey', 'Of', 'course', 'i', 'expect', 'a', 'welcome', 'party', 'and', 'lots', 'of', 'presents', 'Ill', 'phone', 'u', 'when', 'i', 'get', 'back', 'Loads', 'of', 'love', 'nicky', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x']","['Hi', 'juan', 'Im', 'coming', 'home', 'fri', 'hey', 'Of', 'course', 'expect', 'welcome', 'party', 'lots', 'presents', 'Ill', 'phone', 'u', 'get', 'back', 'Loads', 'love', 'nicky', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x']","['hi', 'juan', 'im', 'come', 'home', 'fri', 'hey', 'of', 'cours', 'expect', 'welcom', 'parti', 'lot', 'present', 'ill', 'phone', 'u', 'get', 'back', 'load', 'love', 'nicki', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x']","['hi', 'juan', 'im', 'come', 'home', 'fri', 'hey', 'of', 'cours', 'expect', 'welcom', 'parti', 'lot', 'present', 'ill', 'phone', 'u', 'get', 'back', 'load', 'love', 'nicki', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x']",159,155,159,43,5
3880,ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com,58,Can you plz tell me the ans BSLVYL sent via fullonsmscom,"['Can', 'you', 'plz', 'tell', 'me', 'the', 'ans', 'BSLVYL', 'sent', 'via', 'fullonsmscom']","['Can', 'plz', 'tell', 'ans', 'BSLVYL', 'sent', 'via', 'fullonsmscom']","['can', 'plz', 'tell', 'an', 'bslvyl', 'sent', 'via', 'fullonsmscom']","['can', 'plz', 'tell', 'an', 'bslvyl', 'sent', 'via', 'fullonsmscom']",58,56,58,12,2
3881,ham,Short But Cute: \Be a good person,33,Short But Cute Be a good person,"['Short', 'But', 'Cute', 'Be', 'a', 'good', 'person']","['Short', 'But', 'Cute', 'Be', 'good', 'person']","['short', 'but', 'cute', 'be', 'good', 'person']","['short', 'but', 'cute', 'be', 'good', 'person']",33,31,33,8,1
3882,ham,"Gumby's has a special where a  &lt;#&gt; \ cheese pizza is $2 so I know what we're doin tonight""",96,Gumbys has a special where a  ltgt  cheese pizza is 2 so I know what were doin tonight,"['Gumbys', 'has', 'a', 'special', 'where', 'a', 'ltgt', 'cheese', 'pizza', 'is', '2', 'so', 'I', 'know', 'what', 'were', 'doin', 'tonight']","['Gumbys', 'special', 'ltgt', 'cheese', 'pizza', '2', 'I', 'know', 'doin', 'tonight']","['gumbi', 'special', 'ltgt', 'chees', 'pizza', '2', 'i', 'know', 'doin', 'tonight']","['gumbi', 'special', 'ltgt', 'chees', 'pizza', '2', 'i', 'know', 'doin', 'tonight']",96,86,96,29,1
3883,spam,A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345,96,A link to your picture has been sent You can also use httpalto18coukwavewaveaspo44345,"['A', 'link', 'to', 'your', 'picture', 'has', 'been', 'sent', 'You', 'can', 'also', 'use', 'httpalto18coukwavewaveaspo44345']","['A', 'link', 'picture', 'sent', 'You', 'also', 'use', 'httpalto18coukwavewaveaspo44345']","['a', 'link', 'pictur', 'sent', 'you', 'also', 'use', 'httpalto18coukwavewaveaspo44345']","['a', 'link', 'pictur', 'sent', 'you', 'also', 'use', 'httpalto18coukwavewaveaspo44345']",96,85,96,18,2
3884,ham,Like a personal sized or what,29,Like a personal sized or what,"['Like', 'a', 'personal', 'sized', 'or', 'what']","['Like', 'personal', 'sized']","['like', 'person', 'size']","['like', 'person', 'size']",29,29,29,6,1
3885,ham,"Same, I'm at my great aunts anniversary party in tarpon springs",63,Same Im at my great aunts anniversary party in tarpon springs,"['Same', 'Im', 'at', 'my', 'great', 'aunts', 'anniversary', 'party', 'in', 'tarpon', 'springs']","['Same', 'Im', 'great', 'aunts', 'anniversary', 'party', 'tarpon', 'springs']","['same', 'im', 'great', 'aunt', 'anniversari', 'parti', 'tarpon', 'spring']","['same', 'im', 'great', 'aunt', 'anniversari', 'parti', 'tarpon', 'spring']",63,61,63,13,1
